participant,min_train_loss,min_train_mae,min_train_loss_epoch,min_train_mae_epoch,end_epoch,init_src_content_0,trained_src_content_0,init_src_content_1,trained_src_content_1,init_att_src_edge_0,trained_att_src_edge_0,init_src_edge_0,trained_src_edge_0,init_full_src_edge_0,trained_full_src_edge_0,init_dst_content_0,trained_dst_content_0,init_att_dst_edge_0,trained_att_dst_edge_0,init_dst_edge_0,trained_dst_edge_0,init_full_dst_edge_0,trained_full_dst_edge_0,init_att_edge_0,trained_att_edge_0,init_edge_0,trained_edge_0,init_full_edge_0,trained_full_edge_0,init_bias_0,trained_bias_0
91,0.06965889036655426,0.17922677099704742,246.0,179.0,347.0,-0.454417884349823,-27.780179977416992,0.6386569142341614,-5.48022985458374,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.9595788717269897,-0.9595788717269897,-0.9595788717269897,-0.9595788717269897,,
92,0.1951383352279663,0.3777226507663727,183.0,28.0,262.0,-0.09935715049505234,-0.09935715049505234,1.2736988067626953,1.0733349323272705,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.5486624836921692,6.074737548828125,0.5486624836921692,6.074737548828125,,
93,0.2780502736568451,0.4646451771259308,177.0,32.0,298.0,0.6961672902107239,-24.63425064086914,0.6875563859939575,-0.9241510033607483,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.2970978021621704,-1.2970978021621704,-1.2970978021621704,-1.2970978021621704,,
94,0.06391143798828125,0.19147318601608276,215.0,61.0,267.0,-0.5925020575523376,-17.439151763916016,-0.10222819447517395,-6.396098613739014,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.06333461403846741,-0.06333461403846741,-0.06333461403846741,-0.06333461403846741,,
95,0.05942511186003685,0.2274302840232849,218.0,160.0,336.0,0.4144206941127777,-18.462909698486328,-0.8705182075500488,-2.9565250873565674,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.703637719154358,-9.944952964782715,1.703637719154358,-9.944952964782715,,
96,0.48408547043800354,0.6957625150680542,0.0,0.0,199.0,-1.1187646389007568,-1.1187646389007568,1.2744282484054565,1.2744282484054565,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.1830356121063232,-1.1830356121063232,-1.1830356121063232,-1.1830356121063232,,
97,,,,,,-0.18975606560707092,-0.18975606560707092,-0.6599494814872742,-0.6599494814872742,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.2440036535263062,1.2440036535263062,1.2440036535263062,1.2440036535263062,,
98,0.1541319489479065,0.2408963441848755,276.0,33.0,282.0,0.887273907661438,0.887273907661438,-0.6130704283714294,0.983215868473053,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.833010196685791,-4.1628522872924805,0.833010196685791,-4.1628522872924805,,
99,0.005535723175853491,0.055840957909822464,233.0,96.0,253.0,0.1784301996231079,-4.1725358963012695,1.2342602014541626,-5.688019752502441,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.3589541018009186,-0.3589541018009186,-0.3589541018009186,-0.3589541018009186,,
100,0.04609682038426399,0.1826775074005127,217.0,97.0,292.0,-1.223786473274231,-19.966564178466797,0.898189127445221,-8.588168144226074,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.9663861989974976,-5.039099216461182,0.9663861989974976,-5.039099216461182,,
101,0.07362141460180283,0.1996564418077469,485.0,41.0,492.0,0.27862539887428284,0.27862539887428284,0.40681469440460205,0.8896002769470215,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.5585334897041321,49.16165542602539,0.5585334897041321,49.16165542602539,,
102,0.010962710715830326,0.0917220488190651,196.0,60.0,278.0,0.24872371554374695,-7.934995174407959,-1.2056608200073242,-4.453517436981201,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.7900967597961426,-0.7900967597961426,-0.7900967597961426,-0.7900967597961426,,
103,0.02624323032796383,0.10029061883687973,236.0,57.0,271.0,0.9584928154945374,-9.98560905456543,1.0200916528701782,-2.967885732650757,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.089429259300232,-7.955583572387695,1.089429259300232,-7.955583572387695,,
104,0.021883096545934677,0.10539452731609344,237.0,51.0,276.0,-1.1873857975006104,-5.402840614318848,0.5901691317558289,-3.0661065578460693,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.6274836659431458,-7.742143154144287,0.6274836659431458,-7.742143154144287,,
105,0.005124189890921116,0.049177009612321854,182.0,57.0,216.0,0.5244281888008118,0.5244281888008118,0.8508671522140503,0.9996059536933899,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.004037855193018913,-0.004037855193018913,-0.004037855193018913,-0.004037855193018913,,
106,0.0393417589366436,0.14837045967578888,318.0,152.0,430.0,1.3608564138412476,-56.75699996948242,-1.329622745513916,-0.1652010679244995,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.711193561553955,-5.477144718170166,1.711193561553955,-5.477144718170166,,
107,0.021561864763498306,0.12391236424446106,239.0,30.0,268.0,-1.2987974882125854,-9.27734375,0.3367868661880493,-3.583390235900879,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.020992057397961617,-0.020992057397961617,-0.020992057397961617,-0.020992057397961617,,
108,0.18841508030891418,0.28451207280158997,290.0,115.0,371.0,1.1140930652618408,-22.596487045288086,-1.3514823913574219,-0.701754093170166,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.3587394952774048,-5.693655490875244,1.3587394952774048,-5.693655490875244,,
109,0.18213455379009247,0.35132694244384766,154.0,26.0,235.0,-0.6517869830131531,-0.6517869830131531,-0.6422638297080994,0.9696224927902222,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,0.8598763346672058,-5.145626544952393,0.8598763346672058,-5.145626544952393,,
110,0.022641614079475403,0.13789629936218262,191.0,31.0,263.0,1.0428674221038818,0.9793890714645386,0.24969714879989624,0.24969714879989624,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.1644643545150757,-1.1644643545150757,-1.1644643545150757,-1.1644643545150757,,
111,0.08461691439151764,0.2618633508682251,269.0,82.0,295.0,0.7450814247131348,-19.926456451416016,-0.42864474654197693,-0.7308780550956726,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-1.2981393337249756,-1.2981393337249756,-1.2981393337249756,-1.2981393337249756,,
112,0.23100325465202332,0.4408033788204193,158.0,9.0,251.0,1.2632676362991333,1.2632676362991333,0.39949581027030945,0.9752140641212463,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,-0.9063935875892639,-0.9063935875892639,-0.9063935875892639,-0.9063935875892639,,
